0,1,2,3,4,yvar,train_test,preds_5_nn,preds_15_nn,preds_100_nn
2.51847007001,0.278526223716,1.5737628267,0.36494808007,1.0917569708,1,1,1.0,0.933333333333,0.64
2.48896730948,0.277712608698,1.59173515328,0.34188106244,1.08055497285,1,0,1.0,0.866666666667,0.64
2.48896730948,0.273644533609,1.5737628267,0.340290233638,1.07588816179,1,0,1.0,0.866666666667,0.64
2.48896730948,0.26550838343,1.5737628267,0.323586531216,1.06655471735,1,0,1.0,0.866666666667,0.63
2.43979604193,0.26550838343,1.5737628267,0.3116553152,1.0495228611,1,0,1.0,0.8,0.64
2.43979604193,0.26550838343,1.53781817352,0.300519513585,1.0495228611,1,1,1.0,0.8,0.64
2.43979604193,0.26550838343,1.53781817352,0.302640618655,1.0495228611,1,0,1.0,0.8,0.64
2.43979604193,0.26550838343,1.53781817352,0.294156198377,1.0495228611,1,1,1.0,0.8,0.64
2.43979604193,0.26550838343,1.53781817352,0.26340017487,1.0495228611,1,1,1.0,0.8,0.64
2.41521040815,0.260988299997,1.53781817352,0.259157964731,1.03586276369,1,1,1.0,0.8,0.64
2.41521040815,0.256468216564,1.53781817352,0.26631669434,1.03070151612,1,1,1.0,0.8,0.64
2.43979604193,0.247428049699,1.53781817352,0.268702937543,1.02884629442,1,0,1.0,0.8,0.64
2.43979604193,0.259481605519,1.53781817352,0.244840505512,1.04263054302,1,1,1.0,0.8,0.64
2.39062477438,0.256468216564,1.53781817352,0.257567135929,1.02222999426,1,1,1.0,0.8,0.64
2.34145350682,0.251948133131,1.53781817352,0.252794649522,1.0001836315,1,1,1.0,0.8,0.65
2.34145350682,0.251948133131,1.5352506983,0.235295532699,1.0001836315,1,1,1.0,0.8,0.65
2.34145350682,0.26550838343,-0.61372606631,0.238477190303,1.01559619516,0,1,0.0,0.0,0.0
2.28736511252,0.281780683787,-0.61372606631,0.249612991918,1.01544767819,0,1,0.0,0.0,0.0
2.28736511252,0.299861017518,-0.61372606631,0.249612991918,1.03593043804,0,1,0.0,0.0,0.0
2.23327671821,0.299861017518,-0.61372606631,0.262339622335,1.01727194489,0,0,0.0,0.0,0.0
2.23327671821,0.299861017518,-0.61372606631,0.263930451137,1.01727194489,0,0,0.0,0.0,0.0
2.23327671821,0.299861017518,-0.61372606631,0.262339622335,1.01727194489,0,0,0.0,0.0,0.0
2.23327671821,0.30980520107,-0.61372606631,0.268702937543,1.02849991045,0,1,0.0,0.0,0.0
2.23327671821,0.319749384622,-0.61372606631,0.259157964731,1.03972821889,0,1,0.0,0.0,0.0
2.23327671821,0.319749384622,-0.61372606631,0.263930451137,1.03972821889,0,0,0.0,0.0,0.0
2.1349341831,0.30980520107,-0.61372606631,0.262339622335,0.994647769055,0,1,0.0,0.0,0.0
2.1349341831,0.319749384622,-0.61372606631,0.251734096988,1.00580720483,0,0,0.0,0.0,0.0
2.1349341831,0.319749384622,-0.61372606631,0.255976307126,1.00580720483,0,1,0.0,0.0,0.0
2.1349341831,0.319749384622,-0.61372606631,0.259157964731,1.00580720483,0,1,0.0,0.0,0.0
2.09068004231,0.319749384622,-0.61372606631,0.201888127855,0.990602275842,0,1,0.0,0.0,0.0
2.04642590151,0.313119928921,-0.61372606631,0.197645917716,0.968035633868,0,1,0.0,0.0,0.0
2.04642590151,0.319749384622,-0.61372606631,0.201888127855,0.975434185918,0,1,0.0,0.0,0.0
2.04642590151,0.319749384622,-0.61372606631,0.192343155042,0.975434185918,0,1,0.0,0.0,0.0
2.01364505647,0.30649047322,-0.61372606631,0.184389011032,0.949455661903,0,1,0.0,0.0,0.0
2.04642590151,0.337829718353,-0.61372606631,0.201888127855,0.995612811902,0,0,0.0,0.0,0.0
1.9480833664,0.30649047322,-0.61372606631,0.20294868039,0.92715274612,0,0,0.0,0.0,0.0
1.9480833664,0.299861017518,-0.61372606631,0.208251443063,0.919799928041,0,1,0.0,0.0,0.0
1.9480833664,0.293834239608,-0.61372606631,0.163708236605,0.913115675581,0,1,0.0,0.0,0.0
1.9480833664,0.30980520107,-0.61372606631,0.171662380615,0.930829210308,0,1,0.0,0.0,0.0
1.9480833664,0.30649047322,-0.61372606631,0.163708236605,0.92715274612,0,1,0.0,0.0,0.0
1.9480833664,0.30980520107,-0.61372606631,0.154163263792,0.930829210308,0,1,0.0,0.0,0.0
1.9480833664,0.30980520107,-0.61372606631,0.151777020589,0.930829210308,0,1,0.0,0.0,0.0
1.9480833664,0.299861017518,-0.61372606631,0.131891660563,0.919799928041,0,1,0.0,0.0,0.0
1.8497408313,0.287807461698,-0.61372606631,0.134012765632,0.873254600384,0,1,0.0,0.0,0.0
